id_imagem,arquivo_imagem,doi_imagem,id_celula,classe_bethesda,nucleo_x,nucleo_y,class_id,class_name,caminho_imagem,width,height,particao,box_x1,box_y1,box_x2,box_y2,box_w,box_h,classe_detector,classe_id,arquivo_yolo
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,11,ASC-H,648,192,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,575.0,119.0,719.0,263.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,12,ASC-H,637,142,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,564.0,69.0,708.0,213.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,13,ASC-H,594,127,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,521.0,54.0,665.0,198.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,14,ASC-H,536,88,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,463.0,15.0,607.0,159.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,15,ASC-H,637,104,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,564.0,31.0,708.0,175.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,16,ASC-H,903,220,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,830.0,147.0,974.0,291.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,17,ASC-H,840,248,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,767.0,175.0,911.0,319.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,18,LSIL,76,148,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,3.0,75.0,147.0,219.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,19,LSIL,60,178,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,0.0,105.0,131.0,249.0,131.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,20,LSIL,80,218,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,7.0,145.0,151.0,289.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,21,LSIL,103,293,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,30.0,220.0,174.0,364.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,22,LSIL,124,292,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,51.0,219.0,195.0,363.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,23,LSIL,122,272,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,49.0,199.0,193.0,343.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,24,LSIL,219,160,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,146.0,87.0,290.0,231.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,25,HSIL,322,193,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,249.0,120.0,393.0,264.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,26,HSIL,402,161,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,329.0,88.0,473.0,232.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,27,ASC-H,986,499,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,913.0,426.0,1057.0,570.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,28,ASC-H,941,495,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,868.0,422.0,1012.0,566.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,29,ASC-H,946,463,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,873.0,390.0,1017.0,534.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,30,ASC-H,889,487,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,816.0,414.0,960.0,558.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,31,ASC-H,872,450,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,799.0,377.0,943.0,521.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,32,ASC-H,829,434,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,756.0,361.0,900.0,505.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,33,ASC-H,836,414,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,763.0,341.0,907.0,485.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,34,ASC-H,973,556,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,900.0,483.0,1044.0,627.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,35,LSIL,468,499,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,395.0,426.0,539.0,570.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,36,ASC-H,279,464,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,206.0,391.0,350.0,535.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,37,LSIL,212,265,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,139.0,192.0,283.0,336.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,38,ASC-H,131,357,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,58.0,284.0,202.0,428.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,39,ASC-H,68,338,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,0.0,265.0,139.0,409.0,139.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,40,ASC-H,317,67,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,244.0,0.0,388.0,138.0,144.0,138.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,41,LSIL,1010,92,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,937.0,19.0,1081.0,163.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,42,LSIL,1007,220,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,934.0,147.0,1078.0,291.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,43,Negative for intraepithelial lesion,1043,355,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,970.0,282.0,1114.0,426.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,44,Negative for intraepithelial lesion,960,300,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,887.0,227.0,1031.0,371.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,45,SCC,774,337,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,701.0,264.0,845.0,408.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,46,Negative for intraepithelial lesion,837,644,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,764.0,571.0,908.0,715.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
400,9ae8a4edde40219bad6303cebc672ee4.png,10.6084/m9.figshare.12230906,47,Negative for intraepithelial lesion,864,598,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,1376,1020,train,791.0,525.0,935.0,669.0,144.0,144.0,cell,0,cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,48,SCC,967,704,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,894.0,631.0,1038.0,775.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,49,SCC,574,420,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,501.0,347.0,645.0,491.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,50,SCC,518,515,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,445.0,442.0,589.0,586.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,51,SCC,520,344,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,447.0,271.0,591.0,415.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,52,SCC,436,270,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,363.0,197.0,507.0,341.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,53,SCC,363,618,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,290.0,545.0,434.0,689.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,54,SCC,408,484,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,335.0,411.0,479.0,555.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,55,LSIL,609,123,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,536.0,50.0,680.0,194.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,56,LSIL,1216,194,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,1143.0,121.0,1287.0,265.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,57,SCC,297,142,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,224.0,69.0,368.0,213.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,58,SCC,360,349,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,287.0,276.0,431.0,420.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,59,SCC,376,340,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,303.0,267.0,447.0,411.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,60,SCC,963,955,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,890.0,882.0,1034.0,1020.0,144.0,138.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,61,Negative for intraepithelial lesion,130,830,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,57.0,757.0,201.0,901.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,62,Negative for intraepithelial lesion,381,879,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,308.0,806.0,452.0,950.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,63,Negative for intraepithelial lesion,162,640,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,89.0,567.0,233.0,711.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
399,dc2df7c3f88649ded343b13b9486cddf.png,10.6084/m9.figshare.12230903,64,Negative for intraepithelial lesion,246,530,0,cell,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Jean\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,1376,1020,train,173.0,457.0,317.0,601.0,144.0,144.0,cell,0,cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png
